"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1664012964943343618","Wed May 31 20:56:21 +0000 2023","7434","Explained to @BBCNewsnight that Russia hasn't changed its goals. Russia is in this for the long haul and counts on the free world getting tired. We must prove them wrong. We must stop Russia s aggression if it pays off somewhere it serves as an invitation to use it elsewhere. https://t.co/4uz9E34g05","1664012964943343618","https://pbs.twimg.com/ext_tw_video_thumb/1664012591574728706/pu/img/yPwVJM_hrK7OPn7o.jpg","","en","","99","547","1628","https://x.com/undefined/status/1664012964943343618","68964628",
"1688718491153809408","Tue Aug 08 01:07:17 +0000 2023","268","Russians don t have indoor toilets and steal washing machines from Ukraine meanwhile in Moscow - ET is helping a Yandex robot cross the road https://t.co/w5X0obLPan","1688718491153809408","https://pbs.twimg.com/amplify_video_thumb/1688718437101772800/img/Hv_LRXxsI33vX74w.jpg","","en","","5","47","53","https://x.com/undefined/status/1688718491153809408","1385472664106455045",
"1672465313869479936","Sat Jun 24 04:42:58 +0000 2023","1640","Rostov right now #Russia #Wagner #Putin #WagnerGroup #RussiaIsCollapsing #Kremlin #Moscow #RussianCoup #Shoigu #Donbass https://t.co/Z23tNs0LCE","1672465313869479936","https://pbs.twimg.com/ext_tw_video_thumb/1672465255400873989/pu/img/Rg265Rgw5RaeOhnK.jpg","","en","","142","183","459","https://x.com/undefined/status/1672465313869479936","1494144733761142784",
"1679400906725490692","Thu Jul 13 08:02:32 +0000 2023","3822","Lavrov caused a stir among journalists at the ASEAN summit in Jakarta The Russian Foreign Minister came out to meet representatives of the foreign press on the margins of the Association of Southeast Asian Nations forum. Dozens of journalists were waiting for Lavrov to take https://t.co/YGZMmnHF6g","1679400906725490692","https://pbs.twimg.com/ext_tw_video_thumb/1679400844175736832/pu/img/DsF8ieCSXpN1t_1c.jpg","","en","","126","212","841","https://x.com/undefined/status/1679400906725490692","1336257308293292035",
"1676275556470644736","Tue Jul 04 17:03:31 +0000 2023","968","🇷🇺 That very conversation of the girl Raisat with Putin and Siluanov. We talked about the lack of funding in Dagestan. - Say hello. - Hello! Do you hear Anton? Why don't you answer? An educated person. Siluanov: We have decided to add 5 billion rubles for the coming years. https://t.co/mxzpuMzaBU","1676275556470644736","https://pbs.twimg.com/ext_tw_video_thumb/1676275499746852864/pu/img/jpGLSrTaqkLo8nrZ.jpg","","en","","12","73","218","https://x.com/undefined/status/1676275556470644736","1187971811721433088",
"1679777287485489152","Fri Jul 14 08:58:08 +0000 2023","2541","The #Russian Federation is essentailly a Continent 11 time zones 36 official languages and 100 others spoken with 70 religions freely practised. The #Russia the West wants you to ignore. Here in the Republic of Sakha-Yakutia a volunteer returns safely home from #Ukraine https://t.co/cRpCrZEeQO","1679777287485489152","https://pbs.twimg.com/ext_tw_video_thumb/1679777223618772994/pu/img/4qyPXOyE9R_-2CA2.jpg","","en","","32","135","633","https://x.com/undefined/status/1679777287485489152","1056957124046143495",
"1668350584322154497","Mon Jun 12 20:12:30 +0000 2023","414","Chronicle of isolation of Russia... UAE Dubai. Burj Khalifa in the colors of the tricolor in honor of Russia Day. https://t.co/Ou6c1dPy9g","1668350584322154497","https://pbs.twimg.com/ext_tw_video_thumb/1668350555696029707/pu/img/hG6WFFg__7-AXrv4.jpg","","en","","4","13","63","https://x.com/undefined/status/1668350584322154497","1128337957289697281",
"1668329040263127040","Mon Jun 12 18:46:53 +0000 2023","3443","CELEBRATING DAY OF RUSSIA 🇷🇺 Burj Khalifa in Dubai 🇦🇪 lit up with the 🇷🇺 tricolor. They also still offer direct flights to Russia 🇷🇺. Don t visit Dubai. https://t.co/qsh2Qc6os5","1668329040263127040","https://pbs.twimg.com/amplify_video_thumb/1668328726344368146/img/yEb1KM7ZHwaORWLq.jpg","","en","","96","384","749","https://x.com/undefined/status/1668329040263127040","888449203688677377",
"1673179167293046790","Mon Jun 26 03:59:34 +0000 2023","3223","Meanwhile in Russia: even the obedient state TV propagandists were flabbergasted by Putin's decision to let Yevgeny Prigozhin stay alive much less to walk free after committing his mini-mutiny. More in my latest article linked below ⤵️ https://t.co/uPe4EpMcSP","1673179167293046790","","","en","","95","171","773","https://x.com/undefined/status/1673179167293046790","105327432",
"1668327096295526401","Mon Jun 12 18:39:10 +0000 2023","2018","In the UAE Burj Khalifa tower lit up with the Russian flag to honor Russia Day. Russian isolation continues. https://t.co/nM7PZm2JAL","1668327096295526401","https://pbs.twimg.com/ext_tw_video_thumb/1668327060710752257/pu/img/hEHtW-i-3jrv9aKy.jpg","","en","","44","59","414","https://x.com/undefined/status/1668327096295526401","1588240898751700999",
