"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1638437425872617474","Wed Mar 22 07:08:17 +0000 2023","291","Good morning!! Many people are delighted with the beauty and power of the Grand Canyon in the United States. There are places In Russia no worse and liveliness of the landscape is even better. Ural Usva River Perm Krai. https://t.co/uAe3AxkMLR","1638437425872617474","https://pbs.twimg.com/media/FrzmJGdWYAAd6MH.jpg","","en","","1","17","39","https://x.com/undefined/status/1638437425872617474","233320217",
"1655269680460840961","Sun May 07 17:53:39 +0000 2023","1217","Yekaterinburg is surrounded by forest fires. Forests are burning everywhere in Russia. Something is heating up in the aggressor country these days. https://t.co/nnPsrpcsqJ","1655269680460840961","https://pbs.twimg.com/ext_tw_video_thumb/1655269647917121537/pu/img/DPjhaG4O3Xkgl3FN.jpg","","en","","9","50","138","https://x.com/undefined/status/1655269680460840961","49342976",
"1644193741245218817","Fri Apr 07 04:21:50 +0000 2023","1690","Here is russian Katja Marova. She lives in Lappeenranta close to 🇷🇺 border. She doesn t like the fact 🇫🇮 has joined NATO. And she is a politician far-left feminist (russian feminists are very different from western feminists will write about it one day). https://t.co/Zj9SWkNDtp","1644193741245218817","https://pbs.twimg.com/media/FtFZfcKXoAAfjps.jpg","","en","","12","125","179","https://x.com/undefined/status/1644193741245218817","54317529",
"1649113195746037760","Thu Apr 20 18:09:59 +0000 2023","1120"," Russia under Putin s rule has largely become an informal colony of China. @Sasha_Etkind https://t.co/fsWE2iwCd4","1649113195746037760","","","en","","10","45","150","https://x.com/undefined/status/1649113195746037760","26566469",
"1650520725801844736","Mon Apr 24 15:23:00 +0000 2023","3792","Witnessing Russia's atrocities in #Bucha is a reminder: There s the fight for freedom and there s the fight for justice. Ukraine needs to win both. We are there to help. There must be no impunity no immunity for Russia's crimes including for the crime of aggression. https://t.co/G7C8QvJg8d","1650520725801844736","https://pbs.twimg.com/media/FufTGAGXsAQZeA-.jpg","","en","","25","144","778","https://x.com/undefined/status/1650520725801844736","68964628",
"1639887752954265600","Sun Mar 26 09:52:33 +0000 2023","0","@basrahmat @sialeksih @M45Broo Tapi dukung Rusia jajah Ukraina ","1639928314440679426","","basrahmat","in","","0","2","0","https://x.com/undefined/status/1639928314440679426","1461521967140331529",
"1643763023172055041","Wed Apr 05 23:50:19 +0000 2023","175","This Russian military vessel docks in jeddah port Saudi Arabia for the first time and will headed to tartus Syria carrying cruise missiles (It's not good days for the rats) 🇷🇺 🇸🇦 🇸🇾 https://t.co/9Q4psQSrf0","1643763023172055041","https://pbs.twimg.com/ext_tw_video_thumb/1643762960777588742/pu/img/YMzphKwex4-S1sQo.jpg","","en","","4","13","54","https://x.com/undefined/status/1643763023172055041","516788863",
"1633514823937036288","Wed Mar 08 17:07:37 +0000 2023","1136","Friend from Moscow sends this photo: @JagermeisterUSA is being sold in Russia after being imported via China. https://t.co/MIwU6hlV45","1633514823937036288","https://pbs.twimg.com/media/FqtpEK0WwAA37Yy.jpg","","en","","89","162","287","https://x.com/undefined/status/1633514823937036288","71048726",
"1633263184000819201","Wed Mar 08 00:27:42 +0000 2023","1029","Georgians might not agree on many things. But when it comes to Russia message is simple. Tbilisi now! https://t.co/wEsOr4FqV2","1633263184000819201","https://pbs.twimg.com/media/FqqENRGWYAMy9ZH.jpg","","en","","3","17","155","https://x.com/undefined/status/1633263184000819201","2373691187",
"1639931736229572608","Sun Mar 26 10:10:45 +0000 2023","42","@Kingcube12 Kalo gitu dukung Indonesia putus hubungan diplomatik dengan rusia yang jajah Ukraina dan Amerika yang suka menjajah negara lain.","1639932895837171714","","Kingcube12","in","","0","13","2","https://x.com/undefined/status/1639932895837171714","1101696077147729920",
