"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1510555589797355520","Sun Apr 03 09:51:32 +0000 2022","558","Ini sih udh kartu merah buat Rusia. Melanggar Hukum Humaniter Internasional. https://t.co/cgeZboH7Mr https://t.co/u4UYeAmsw2","1510555589797355520","https://pbs.twimg.com/media/FPaSSTOagAI-xsh.jpg","","in","","27","43","82","https://x.com/undefined/status/1510555589797355520","1292806214955307010",
"1506133572192714758","Tue Mar 22 05:00:00 +0000 2022","5543","Dewan Spiritual Muslim Rusia Larang Pernikahan Beda Agama Para ulama menekankan bahwa pasangan suami istri harus seiman. Selengkapnya di sini: https://t.co/F3SCyirZQA https://t.co/oMR3MIotrU","1506133572192714758","https://pbs.twimg.com/media/FObKm4makAQFfO_.png","","in","","176","288","1441","https://x.com/undefined/status/1506133572192714758","2182135646",
"1498889040770342916","Wed Mar 02 05:12:49 +0000 2022","233","Haha tak cukup kerajaan Msia enggan kutuk keganasan Rusia berita kita pulak tolong sebarkan lagi propaganda Rusia. Cepat je la kasi China jajah ASEAN.","1498889040770342916","","","in","","3","5","106","https://x.com/undefined/status/1498889040770342916","3073714011",
"1497221673220640771","Sat Feb 26 08:06:43 +0000 2022","2","@tweetmiliter Lah kok nyimpulinnya sampe ke jajah min? Jelas-jelas twit di bawah memberikan sudut pandang baru untuk tidak menjudge Rusia seolah-olah pada kasus ini Rusia dicap antagonis padahal nyatanya ada aktor lain seperti Amerika yang jadi provokator disitu","1497483252436967424","","tweetmiliter","in","","5","8","0","https://x.com/undefined/status/1497483252436967424","1491821389",
"1498461164648677376","Tue Mar 01 02:02:07 +0000 2022","0","@Mvhy99 Buka google lagi oi hp jgn di gunakan buat open BO aja. Mana ada sejarahnya rusia jajah Ukraina","1498478661384945668","","SaLeo01","in","","0","0","0","https://x.com/undefined/status/1498478661384945668","83630835",
"1509417542917713921","Thu Mar 31 06:29:20 +0000 2022","1337","Gila permainan Rusia. Ruble jatuh haritu lawan Dollar sebab perang lawan Ukraine dan negara Barat tapi kelmarin Ruble naik 7% melepasi Dollar. Rusia ikat Ruble pada kadar nilai emas. Siapa nak beli minyak kena guna Ruble jadi syarikat luar terpaksa beli Ruble. https://t.co/joa44FzepP","1509417542917713921","https://pbs.twimg.com/media/FPKHQMcaIAIIDaK.jpg","","in","","45","20","698","https://x.com/undefined/status/1509417542917713921","513161948",
"1498282387566108673","Mon Feb 28 13:20:04 +0000 2022","1","@Jazz24632 Kalau keren... Harusny bisa memerdekan wilayahny... Yang katany d jajah rusia... ","1498286882215829511","","Jazz24632","in","","0","1","0","https://x.com/undefined/status/1498286882215829511","1265895268936904709",
"1497168617389105159","Fri Feb 25 12:14:54 +0000 2022","2","@mikhaelfelian @LuckyWiijaya @detikcom tapi ini masalahnya beda belanda dulu tujuanya emang ngejajah kita tujuan rusia bukan jajah Ukraina","1497183320945221637","","mikhaelfelian","in","","0","1","0","https://x.com/undefined/status/1497183320945221637","1284151144961302529",
"1499361930724933633","Thu Mar 03 12:31:55 +0000 2022","6","HEBOH!!! PBB DESAK RUSIA HENTIKAN INVASI TAPI LUPA MINTA ISRAEL HENTIKAN JAJAH PALESTINA. https://t.co/DsH3lzgS4H","1499361930724933633","","","in","","0","2","3","https://x.com/undefined/status/1499361930724933633","207412269",
"1506850065742192642","Thu Mar 24 10:30:09 +0000 2022","4","@detikcom Semua pendukung Rusia di Indonesia adalah radikalis yang dendam pada AS karena bela Israel dan hancurkan ISIS - Alqaeda di Timur Tengah. Mereka juga lupa pada Rusia era Uni Sovyet yang pernah jajah Afghanistan selama 10 tahun dan perang dengan Muslim Chechnya.","1506941432451710978","","detikcom","in","","0","2","0","https://x.com/undefined/status/1506941432451710978","1198400601517748224",
