"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1744527441283162136","Tue Jan 09 01:12:08 +0000 2024","403","Negara-negara yang populasinya lebih kecil dari populasi manusia di Pulau Jawa. Iya Russia penduduknya lebih sedikit dari Jawa. https://t.co/cDJA48HVIH","1744527441283162136","https://pbs.twimg.com/media/GDXOddUbIAAJ2Ab.jpg","","in","","25","11","110","https://x.com/undefined/status/1744527441283162136","1457701454",
"1729856463223570498","Wed Nov 29 13:34:54 +0000 2023","854","🇷🇺 Angkatan Laut Rusia meluncurkan kapal selam nuklir kelas Yasen K-564 Arkhangelsk kapal selam senyap ini memiliki jangkauan deteksi yg lebih baik baik di bawah air maupun di permukaan. https://t.co/4VMFLGLcoj","1729856463223570498","https://pbs.twimg.com/ext_tw_video_thumb/1729856227306508288/pu/img/QYxyIDylT5_JDlSr.jpg","","in","","0","9","205","https://x.com/undefined/status/1729856463223570498","497234852",
"1732402306199724360","Wed Dec 06 14:11:10 +0000 2023","2091","🇷🇺 🇦🇪 🇸🇦 Kunjungan Vladimir Putin ke UEA dan Arab Saudi menunjukkan kegagalan upaya Washington mengisolasi Rusia meskipun AS dan Uni Eropa telah melakukan segala cara untuk mencegah hal ini terjadi. Ekonomi Rusia semakin kuat sedangkan AS dan Uni Eropa mengalami kemunduran. https://t.co/SCF1qwCWjP","1732402306199724360","https://pbs.twimg.com/ext_tw_video_thumb/1732401551271235584/pu/img/usIBscGgkFbLkFv6.jpg","","in","","5","24","768","https://x.com/undefined/status/1732402306199724360","497234852",
"1750078897545257102","Wed Jan 24 08:51:38 +0000 2024","753","Interethnic clashes have begun in the multinational Russian Federation In Yakutia a Tajik killed a Yakut. Several hundred people took to the streets. Shop windows were smashed and the property of the new Russians from Asia was damaged. There are also interruptions in the https://t.co/g1Kg87TysE","1750078897545257102","https://pbs.twimg.com/amplify_video_thumb/1750078812216303617/img/swWBHembCrnjYvXJ.jpg","","en","","16","41","161","https://x.com/undefined/status/1750078897545257102","1611087712982818843",
"1748035503037812994","Thu Jan 18 17:31:55 +0000 2024","2860","Like the temporary control that Russia had over Poland Latvia Lithuania Estonia Czech and Romania today's Russian Republics are actually nations colonized and held prisoner under Moscow's boot looted and it's people used for cannon fodder in Russia's global terror. https://t.co/eWvpamePJp","1748035503037812994","https://pbs.twimg.com/ext_tw_video_thumb/1748035285273714688/pu/img/DIHV-iQ5hfnjTLVl.jpg","","en","","104","89","1035","https://x.com/undefined/status/1748035503037812994","1537130875296563200",
"1729840363047702716","Wed Nov 29 12:30:56 +0000 2023","1285","Pertempuran Smakin Meluas Rusia Mulai Masuk Arena Beroperasi di Laut Hitam awak fregat Rusia ditugaskan menyerang infrastruktur militer musuh dengan Rudal Kaliber https://t.co/wLUbgoy45P","1729840363047702716","https://pbs.twimg.com/ext_tw_video_thumb/1729840013356257280/pu/img/QYoZgUt9LMqT8h1T.jpg","","in","","6","26","339","https://x.com/undefined/status/1729840363047702716","721590341669748736",
"1737401944786764141","Wed Dec 20 09:17:57 +0000 2023","1340","This is putin s great russia. The empire is building the same ruzz world in the occupied territories. https://t.co/JRrGNGGOL5","1737401944786764141","https://pbs.twimg.com/media/GBx92xkXMAA8jDN.jpg","","en","","16","140","295","https://x.com/undefined/status/1737401944786764141","1611087712982818843",
"1728267028082135146","Sat Nov 25 04:19:03 +0000 2023","1100","Penampakan Tentara Rusia yg ditempatkan di dekat Dataran Tinggi Golan Israel di Suriah tayangan TV Rusia. https://t.co/NMB916yu5m","1728267028082135146","https://pbs.twimg.com/ext_tw_video_thumb/1728266973845565440/pu/img/fHLl4BdpWyhdpy7c.jpg","","in","","9","39","345","https://x.com/undefined/status/1728267028082135146","721590341669748736",
"1736302501773660323","Sun Dec 17 08:29:10 +0000 2023","239","El canal Supernova nos muestra importantes avances en el programa espacial ruso. Hay que decir que parte de sus logros se debe al uso de tecnología de doble empleo USA concretamente el Javelin que lo mismo revienta un BMP que un T-90M. Sinkivka Kupiansk. https://t.co/Glk5FzFwIh","1736302501773660323","https://pbs.twimg.com/amplify_video_thumb/1736298327845556224/img/b80BYocbIm-aWm5v.jpg","","es","","1","6","28","https://x.com/undefined/status/1736302501773660323","1268917063017472003",
"1732744634651259183","Thu Dec 07 12:51:28 +0000 2023","426","🇷🇺 Vladimir Putin berbicara pada sesi pleno forum Rusia Memanggil! Rusia mendukung model pembangunan ekonomi global yang benar-benar demokratis sementara AS mengeksploitasi sekutunya dan negara lain - Putin https://t.co/E05rN6QX3F","1732744634651259183","https://pbs.twimg.com/ext_tw_video_thumb/1732743346056257536/pu/img/0zDbersgqi1vh2qE.jpg","","in","","1","3","135","https://x.com/undefined/status/1732744634651259183","497234852",
"1737808895236796584","Thu Dec 21 12:15:02 +0000 2023","651","Jurnalis Rusia bersama Pasukan Garda Republik Suriah saat bertempur melawan kelompok Ekstrimis Legiun Al-Rahman di Faylaq al-Rahman. Jobar Damaskus Suriah. ( July 2017 ) https://t.co/EW3KMn17RJ","1737808895236796584","https://pbs.twimg.com/ext_tw_video_thumb/1737807735436259328/pu/img/tDAygmOGInrFN2pZ.jpg","","in","","2","13","82","https://x.com/undefined/status/1737808895236796584","1501070844432650245",
"1741798139429101916","Mon Jan 01 12:26:52 +0000 2024","4364","Suatu hari dini hari antara tanggal 29-30 Desember 1916 Grigory Efimovich Rasputin yang mengaku sebagai orang suci dibunuh oleh bangsawan Rusia yang ingin mengakhiri pengaruh Rasputin terhadap keluarga kerajaan. Rasputin seorang muzhik (golongan petani pekerja pertanian https://t.co/gN3QCCR2dK","1741798139429101916","https://pbs.twimg.com/media/GCwcLDhbYAA05ub.jpg","","in","","44","73","778","https://x.com/undefined/status/1741798139429101916","1151748646259400704",
"1759223682944409858","Sun Feb 18 14:29:45 +0000 2024","4904","Rusia menjemput 14 gerakan pejuang Palestin termasuk Hamas ke Moscow. Beberapa pakar mendakwa bahawa Putin akan memberikan sokongan senjata kepada gerakan pejuang Palestin. https://t.co/wkdkz1zuf5","1759223682944409858","https://pbs.twimg.com/media/GGoEnZyaQAA_1a7.jpg","","in","","23","49","1825","https://x.com/undefined/status/1759223682944409858","250066452",
"1753601860391546966","Sat Feb 03 02:10:38 +0000 2024","1275","🇷🇺🇵🇸 TENTARA RUSIA BERDIRI BERSAMA PALESTINA Sebuah pesan dari seorang tentara di Donbass Rusia yg Mengutuk Israel dan Membela palestina Matilah Amerika Matilah Israel dan Pendukungnya Jayalah Yaman Jayalah Rusia Jayalah Palestina &amp; Pembelanya Aamiin Free Palestina‼️ https://t.co/AIn591UCVQ","1753601860391546966","https://pbs.twimg.com/ext_tw_video_thumb/1753601794478092289/pu/img/AgVSwE4XNh_9u9ga.jpg","","in","","6","18","492","https://x.com/undefined/status/1753601860391546966","721590341669748736",
"1750098533708124516","Wed Jan 24 10:09:40 +0000 2024","2832","In Yakutia 🇷🇺 mass rallies after the murder of a local resident by a native of Tajikistan 🇹🇯. Russia is far more tense &amp; unstable than you think. https://t.co/TwIrsBe6KR","1750098533708124516","https://pbs.twimg.com/amplify_video_thumb/1750098466725142528/img/phQvYyalxgNmGtBx.jpg","","en","","13","63","467","https://x.com/undefined/status/1750098533708124516","888449203688677377",
"1732363925604467177","Wed Dec 06 11:38:40 +0000 2023","416","Brr sudah masuk musim dingin.. Dengan suhu minus 58 derajat Celsius Republik Sakha bagian dari Federasi Rusia dipantau menjadi wilayah terdingin di negara tersebut. Bahkan karena angin dan kelembapan suhu yang dirasakan bisa sampai minus 63 derajat celcius. https://t.co/kLVDqX3LhH","1732363925604467177","https://pbs.twimg.com/media/GAqW-1CbEAApfgs.png","","in","","22","5","63","https://x.com/undefined/status/1732363925604467177","1632670728503058439",
"1729509685600870690","Tue Nov 28 14:36:56 +0000 2023","934","🇷🇺 Manifesto Rusia Sekarang kita berjuang untuk kebebasan tidak hanya Rusia tetapi juga seluruh dunia. Kediktatoran hegemon Russophobia dan bentuk-bentuk rasisme dan neo-Nazisme lainnya telah menjadi ideologi resmi para elit Barat. Kita melihatnya sekarang semua orang.. https://t.co/cVtnXTVku2","1729509685600870690","https://pbs.twimg.com/ext_tw_video_thumb/1729509538649214976/pu/img/JzwArEkkzaSEWOF2.jpg","","in","","7","13","316","https://x.com/undefined/status/1729509685600870690","497234852",
"1728886810187808927","Sun Nov 26 21:21:51 +0000 2023","288","Diam-diam ternyata Rusia juga membersihkan negaranya dgn sanksi berat thdp penganut Islam radikal. Rusia sdh menangkap 550 pedemo pro-Hamas dgn kurungan 5-15 thn penjara. https://t.co/pPC75RhqGW","1728886810187808927","https://pbs.twimg.com/ext_tw_video_thumb/1728886789832847360/pu/img/7lhVPBG8CgnJMVYY.jpg","","in","","10","90","82","https://x.com/undefined/status/1728886810187808927","795498951336075264",
"1757371632317091935","Tue Feb 13 11:50:25 +0000 2024","468","Vladimir Putin awalnya dikenal sebagai pemimpin yang membawa stabilitas dan pertumbuhan ekonomi ke Rusia setelah era Yeltsin yang kacau. Dia terpilih sebagai presiden secara demokratis pada tahun 2000. Namun Putin kemudian mulai membatasi kebebasan pers menindas oposisi https://t.co/v3EsD4t1Wu","1757371645990453261","https://pbs.twimg.com/media/GGNqFkpb0AAS0e-.png","neohistoria_id","in","","12","13","61","https://x.com/undefined/status/1757371645990453261","1495326248100589569",
"1734852727925338512","Thu Dec 14 05:13:49 +0000 2023","0","@d3vilicious @CNNIndonesia Emang Rusia pernah jajah mana?dasar bloon","1735166179134857502","","d3vilicious","in","","0","2","0","https://x.com/undefined/status/1735166179134857502","1365154187147767809",
"1729525434671644672","Tue Nov 28 15:39:31 +0000 2023","489","Suriah: Berkoordinasi dengan pemerintahan Presiden Suriah al-Assad Rusia mendirikan pos pemeriksaan di perbatasan Suriah-Israel memantau Dataran Tinggi Golan yang diduduki Israel dari tempat IDF menembakkan rudal ke bandara Damaskus. https://t.co/11CkNCdJmb","1729525434671644672","https://pbs.twimg.com/ext_tw_video_thumb/1729525396314697728/pu/img/v92ITzqO0VYX0eQP.jpg","","in","","3","10","170","https://x.com/undefined/status/1729525434671644672","721590341669748736",
"1748350555108589729","Fri Jan 19 14:23:49 +0000 2024","1996","Petinggi Hamas mengunjungi Russia untuk bertemu delegasinya ","1748350555108589729","","","in","","7","16","472","https://x.com/undefined/status/1748350555108589729","1076861783824990209",
"1758701515995263108","Sat Feb 17 03:54:51 +0000 2024","241"," Putin es un traidor a Rusia Cientos de miles de nuestros soldados están muertos. También está matando a niños ucranianos. Necesitamos levantarnos contra él. Somos 140 millones. No tengo miedo. Soy demasiado mayor para eso . Mujer rusa de 82 años https://t.co/5hh4VZ7MEQ","1758701515995263108","https://pbs.twimg.com/ext_tw_video_thumb/1758540848088657920/pu/img/oLRT9vxomYOmq4OC.jpg","","es","","5","30","112","https://x.com/undefined/status/1758701515995263108","1554957410489417728",
"1731576928447214008","Mon Dec 04 07:31:25 +0000 2023","686","Rusia Mulai Transparan AS Duga Wagner Rusia Bantu Hizbullah Lawan Israel Wagner Grop Rusia Turun Gunung Bantu Pejuang Palestina lawan Israel Sbelumnya dketahui bahwa Pasukan Rusia dtempatkan di dataran Tinggi Golan AS &amp; Israel VS Rusia &amp; Mujahidin Palestina https://t.co/hCxzmecXvi","1731576928447214008","https://pbs.twimg.com/ext_tw_video_thumb/1731576870133727232/pu/img/LHcC7iCBI0smRzt_.jpg","","in","","13","33","259","https://x.com/undefined/status/1731576928447214008","721590341669748736",
